name,link,price_simbol,price,price_discount,best_seller,promotional
Guante Golty Compettion Blok Antifracturante -sku 31056,https://articulo.mercadolibre.com.co/MCO-541700102-guante-golty-compettion-blok-antifracturante-sku-31056-_JM?searchVariation=46477173955#searchVariation=46477173955&position=24&type=item&tracking_id=1cbdcadf-6578-4e5b-9bc5-65c9ee73482b,$,71.900,,False,False
Zapatillas Rompemallas Microfutbol/fut Sala Lima,https://articulo.mercadolibre.com.co/MCO-578830932-zapatillas-rompemallas-microfutbolfut-sala-lima-_JM?searchVariation=62518203095#searchVariation=62518203095&position=25&type=item&tracking_id=1cbdcadf-6578-4e5b-9bc5-65c9ee73482b,$,119.900,,False,False
Camiseta Junior De Barranquilla 2020/21 Visitante,https://articulo.mercadolibre.com.co/MCO-582370969-camiseta-junior-de-barranquilla-202021-visitante-_JM?searchVariation=63915160046#searchVariation=63915160046&position=26&type=item&tracking_id=1cbdcadf-6578-4e5b-9bc5-65c9ee73482b,$,90.000,,False,False
Guayos Kaisel Verde-negro Para Niño Croydon,https://articulo.mercadolibre.com.co/MCO-562123652-guayos-kaisel-verde-negro-para-nino-croydon-_JM?searchVariation=55597850604#searchVariation=55597850604&position=27&type=item&tracking_id=1cbdcadf-6578-4e5b-9bc5-65c9ee73482b,$,67.900,,False,False
Baloncesto Spalding Cuero Numero 7 + Envio Gratis,https://articulo.mercadolibre.com.co/MCO-452118881-baloncesto-spalding-cuero-numero-7-envio-gratis-_JM#position=28&type=item&tracking_id=1cbdcadf-6578-4e5b-9bc5-65c9ee73482b,$,135.639,,False,False
Uniforme Niupi Super Campeones Oliver Atom,https://articulo.mercadolibre.com.co/MCO-562762765-uniforme-niupi-super-campeones-oliver-atom-_JM#position=29&type=item&tracking_id=1cbdcadf-6578-4e5b-9bc5-65c9ee73482b,$,45.000,,False,False
Balón De Fútbol #5 / 5055,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=ck9Cx3y88nyYhGQyxmxO04hI%2BywQxmpMKXWWTaB7ET%2B7Av%2BdxkDKcNRbggfHinraRker460AzTG7pW9%2FOBOVaarPL8I93FF6D8H87%2Fmczm9ZrWr%2BPy9P88VfnW9w5lxBtreYxVR8Tnv3EIG4RJ78n9wvwuDjOuzKDKkK6HGWiqqbX%2F20kXkVBnAHIidhO7n%2Bk5WPPx9EuVm%2FaWdjo6HG8uxggKZkKpH9%2B07yCBbwoUsWsl96M52TbEeN%2Fp5J39dnJK2zwrzp1ppmyFfd2If7PB0QgrfOkMWr5JV6WA3jCSPWLnmVyYO3D5XZX8CBFn62jQtVxQsEjiKcEQ92lmNPl9QHN5kSHyp0BmpxNSKB1Oc5mb81VG3zaLIsCRWI%2B5D%2Foor5jjYYv4hpDgWwsdTBXFFUnUqt4EUbv0vjYTwUXyo%2FYh89hyTaPRWwnaSWy9nE2y9f6Cbyk%2BfMWSOE%2FZsWlMDexiuFzfMWWZhaEVDxKM347WFyto1x9zNfOfPp7b7E1xePt1g04hRJznSFFl34hnF%2Bg1%2FDfppb8Bsm2zFRXgPV7YHoVfc3D%2BV6E0DC0Iv6%2F9gmUnDmcNRd3bS20fu8nRsRhcAzAWv3lCYz0lY%2FGJcERSbD%2FJ7ylLheT89V1Y7WQcMr939hvUtyeQowaknGjID3Hrzqyw8PA2Ae3lhNdOeOfg8tVZzDUsUFik8ofsJU6%2Forr1kZ07FftJR6mvo8jHNufhFPl7hzJnwSmQC1wvmF%2FcoGdh8irZV4J3VnDkN0tDj%2FO1F3%2Bj08GJtuBpa1BdWueL1W1nt%2B0%2FkQcTCbsnP9na2JhtQ2oTdLz4j%2B1yTn9BFOhwJGqyFNBCmuLjn3HiDEH2Z4r%2BGNtpq34%2BuRaVr8GWzGddDMmtt0OuryVhQF4J%2FsF6OSkEy5SqTW9gMjNV%2BpN03b20FKyBCNooTQm0X5fkWLFpDVIo9%2BsF%2Bb1IuP9H57xGKNPqd2wcHQldEa7IdnoJ3Ckq1DtR5ILkBZuDzXqdJOt772TmFPbWlU%2FCG58sbgF%2F3cmC3S9mGC8rsvewU1oARFMpANhkL8UATLfd4B7TsBASxLCiW65jAviQtsxF7IBA8gwYGsyB4ij33nHRAVLjKBgL7qBel29dS8UPZK2WnwtBOa%2BnGudQRI5SYwaoPQPz9bFZi7KgDjaQx08%2B6ryCgBKIYFBPRtfVSnYXfJiLFFBnLWilQrE3xbnMwKE6SO6wWW%2B6aBnfTxI73byvxEsWBOiWjIWe1S16CA9ehi1Mn5V7qge7IqmN3ikjE%2BcRUig7%2B7bHU5nH1lDZuowvUg0kwyrFOylwpwQ7%2FLYRVPaYgzDAjfcxbMU1JNVaVkh6e69%2FsTPbWyPMz8npPXzV%2BTJnTfT1KZhqdc79DMkfBLk16%2F3Tg461MIJhodJqhmJR89iVjAD2%2BR1Mc2vhnI1cuuqtPwstiM,$,21.900,,False,True
"Camiseta Hombre, Niño M/co Colombia Climalite 2018 Sin Caja",https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=Gxa%2FhB1ceXOpA4ZwMZ8O8tStX81%2BkTxTyfPOmNwr17%2BN5wmV2O6xZc%2BXkzE6%2FOKp4EzhM%2Fx9iD4zFC0Hyz8raFycRL6iTBlvdTwee2X3kHK%2FM758Md1D2NsyaD1XvMengnJb%2FbugXhqpiyEX0Zjs6pkXy8kcma2bIzcqqtdUXE8foT91rOh813MHkXMeMf%2B5qeStsUxbpo0Z0sWEdOUs1fA55HaG2uyPhewo5gD4pM1pH7TfcF5udLddf7YieofajH6AepFfzbWrlsMKL%2FaYnpVeYgEhUeC%2FCOVd4nPv0eBXDJ4cN4Lz9sJJDsSkU3Di0cWl0NevkYz1uVGpnVL%2BRsAf5fViq7FMq9etqADUdedLiDVm8SgzUyFoQijEzfGvEJNX%2BoleewCEjOvQVQj0sEXpZjI6l5BHj%2B3AbbkzokW6n%2FKvRxvGWNG%2F8KcZQNetyjy0SSquPBLmBTR2Klee2eFwJerWi6Wi3R%2B2Lqw3orLL9S7Dr2iimug8oRdeACJhLY2TIBHQixPuGvqGLACKCTvuZLYOrAu4NmRjzXLSMFuZ%2BWdlLi1fpCkvcbcpvdJCf%2B7Cf7qzO0n888xoXKqWGMGEOKJBPtuUjqNHmT786rlKAHjUxvUhG4qGhst7LnRzs1MoZWlP3voBNJDpPEUBUcaaNpXdlCP%2Fq0ATjqofpyOZ4INiasB2cEqiVGpetARsi5FoxbKDmW82vgDLbenMtwGpzhAdMLZEKL4kLpR5o9rXtBkl%2BsIfuIumJz6%2B9l1JOtv1WrKqXGs6acKjbn9arWNm7oOyl8nZuZZYE7bU99O%2FsChRURIDeP%2Bm54rJ6V2m9EYxWsV%2BMTrLP6khRQA2PSZTM9gtcpL%2BvfpKAKt59EmkQdEIzCJ4oIYYvqqS0uc8nGru5SchP%2FWcVw%2FKPKN%2BMON5CJ7cxtLzQVOYY9ghaj8aPmwwM0Iqbb55B0fAXwalgFrBY8gXAqxEbBa5a3hBrLSEkzZYi8xRs3NN%2BqpaUtMCJKsuACyfGYSPJVM8HpaVMpdaWdzdRP3ww7WKKFbuH27K15Eux%2FWKzfcegM%2B3yoaCm18RG0%2FP%2FZVPEUNESei%2Bx%2B2G5NZ5%2FjzsnMyOB5OExTaFcYzQTNRv9ZopZupBZa1685tbskdpQVWzUWnot%2FaWd0mss6Zio645eS25q6le%2Fa%2FIxG%2FxetjGZM21fzpQjM9KYsDpWYRZ%2FHWetNTCT%2FBZTLaBcxBMCXqTTVWcv3HV8aQ3UhwXwwjxT27MG%2Frpn4%2FLIbSVYABoI0rKD6L5Zq7vItKUcjRZesIGCfhcPtYGrFRLJR0MjdZmP2FSDlHm3hIyuq0Zap846cxaTg%2Bxg2mvkXHO9j7aWWH26ZGzquxVu%2FNbfddu93M9y3L9bbU5sA3GMK2vFbF7%2FAhYDRx%2F55%2F3PVo6YKyA%2BgGRV77mY6RQTXM0S25Kd5Iy8Ayim0%2BKAlU4lK45KtMGJbH2%2FKk%2BwiQLg3HrLN42Jva7EFk%3D,$,30.000,,False,True
Guayo adidas Copa Garantizados,https://articulo.mercadolibre.com.co/MCO-445318854-guayo-adidas-copa-garantizados-_JM?searchVariation=32145792621#searchVariation=32145792621&position=32&type=item&tracking_id=1cbdcadf-6578-4e5b-9bc5-65c9ee73482b,$,289.900,,False,False
Baloncesto Spalding Caucho Numero 7 Original+ Envio Gratis,https://articulo.mercadolibre.com.co/MCO-452118736-baloncesto-spalding-caucho-numero-7-original-envio-gratis-_JM#searchVariation=40109993160&position=33&type=item&tracking_id=1cbdcadf-6578-4e5b-9bc5-65c9ee73482b,$,72.000,,False,False
